Drug Name,Drug ID,Strength,Pack Size,Price,Expiry Date,Batch Number,Manufacture Date,Country of Origin,Drug Interactions,Patient Age Group,Patient Gender,Patient Weight,Geographic Region,Sales Volume,Manufacturer,Generic Drug Name,Route of Adminstration,Storage Conditions,Prescription Required,Therapeutic Class,Dosage Form,Adverse Reactions
Dolo-650,40db0025-0bd6-44e0-bd38-137920719c92,80,8,437.94,2026-07-23,932a4a3c-d21e-473f-965e-1f19c9506527,2023-05-14,Germany,Card while someone western door cover.,Pediatric,Male,99,Chennai,59,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,295b2f94-ea1a-4d67-a091-06b52cf2ee54,372,15,268.47,2028-03-02,12063632-e9ec-441b-8c1e-41f3b193bd64,2023-05-22,Switzerland,Serve its similar.,Elderly,Female,65,Bangalore,97,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Atorva,b8cf8468-25e8-4ed5-8fa8-1301cb8bef5c,618,8,390.0,2024-07-26,0f7d23d4-da09-4816-9aaa-c5b41173a6ca,2020-10-17,India,Together sea guess media piece dark.,Pediatric,Female,64,Delhi,5,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,e865ecd4-61f7-44e1-a334-20d214519c00,798,4,56.05,2027-09-19,7dca0ff4-4b5f-4adf-baa4-f2facfa39c03,2022-01-03,India,Pick travel television serious despite newspaper product.,Elderly,Male,51,Surat,89,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,bcfd1814-1773-429f-aae5-e13a806e2efc,867,3,484.16,2028-04-09,277e9df9-85ee-46b1-a6f8-6dcb1ba9a934,2019-08-24,Switzerland,Respond public individual international face.,Adult,Female,77,Bangalore,84,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Omez,a8a98a3a-4758-4166-b445-36a62d49bda5,344,37,305.76,2026-09-18,392c8cda-b668-4901-8580-4a97996df1f4,2022-11-14,Germany,Hand avoid exactly writer several risk industry boy.,Elderly,Female,80,Jaipur,57,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Omez,d38764ee-f6a9-403d-b77c-d12abb560d7c,29,18,65.48,2024-09-08,1e6d8dde-7ad0-4240-ad9a-ecc4cb1d52a7,2019-08-14,Switzerland,Keep for role lay people process military answer.,Pediatric,Female,67,Jaipur,12,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,24866f8b-1de6-4e49-9b42-64978b01381a,246,16,270.34,2024-05-09,47eefe67-6824-4db8-9a4d-90f706f5fdde,2019-05-04,India,Beautiful customer enter wear class any.,Adult,Male,71,Surat,46,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Atorva,d75f918e-7e3f-4338-a5bd-9bd2dbf93a0b,289,5,475.19,2029-02-15,ba28395c-3cb0-4ac9-930a-6fe7a2c14010,2019-06-25,Switzerland,Able window later alone avoid.,Elderly,Female,82,Ahmedabad,23,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,b9ce1f92-a14f-4237-ad67-1a70a5cd5012,167,35,11.54,2024-11-22,9180827b-c532-4112-9896-d3d33c428c77,2019-07-20,Switzerland,Know religious month.,Pediatric,Female,69,Chennai,31,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Amoxyclav,b4ab3090-cddc-404e-b660-b668c16cc2f4,555,7,190.21,2025-12-20,a2d747fc-7b17-4747-ad0d-98652166dd34,2021-09-18,Germany,Modern shake around stand ready front soon.,Elderly,Female,81,Ahmedabad,70,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,8a66cfe5-45f4-43bc-a060-c5af7b7a2f22,110,18,390.44,2027-07-17,08a67074-7f31-4f98-93ff-17040a6e27ec,2020-04-03,Switzerland,Body couple study first interest.,Pediatric,Female,96,Surat,52,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,db0d1e7c-6320-4a9e-9b16-67c54b22877a,67,15,167.31,2028-07-06,b8cfa045-f7a8-41a3-81f8-2635534b8d15,2020-10-12,Switzerland,Able behavior management effect paper try.,Adult,Female,75,Delhi,58,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Crocin,bf9842f4-1429-40e0-9340-90edf32e1905,217,40,177.0,2024-08-25,9971b097-52eb-4567-a707-f54162639aee,2021-10-30,Switzerland,Question single condition center follow without market.,Pediatric,Male,53,Bangalore,50,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,9436efc7-eac2-4b33-94b5-9fc4aeb355af,612,45,383.24,2028-04-20,8e6de26a-71d9-4472-9874-27ace41cc4d1,2021-02-24,Switzerland,Attorney however bag whatever I.,Elderly,Female,87,Bangalore,62,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Dolo-650,1f4addf4-a880-4304-a94f-11699bf5f0ce,12,46,32.67,2028-08-08,c87daee3-3d87-443f-8723-6cf7c368fc6f,2021-11-28,India,Drive choice computer building wide put decide.,Pediatric,Female,69,Chennai,26,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Dolo-650,40587913-c88f-4ea1-8d1d-ae7cd458a944,775,26,25.56,2026-01-22,dfd727cf-2644-4b54-b194-886a52441915,2022-11-10,Switzerland,Campaign soldier which there.,Elderly,Female,66,Surat,70,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Dolo-650,848dd4d1-48c7-4a8d-b20c-ae60f75aa951,932,26,106.02,2028-09-05,9128637e-db30-42de-a95e-9dc7ec29f6bf,2023-12-28,India,Space ago throughout method red Republican.,Pediatric,Female,56,Jaipur,99,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,510b24c5-8803-4063-8ecc-bc8d22208864,317,26,268.2,2025-09-07,b7cfa613-007e-424e-b65c-7c1bfa36b1f7,2019-12-31,India,Peace war prove his may.,Adult,Male,59,Mumbai,85,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Amoxyclav,d67554b4-fabd-42c4-a469-3dabb204298c,193,7,492.62,2026-02-11,65d4473e-b61f-4b45-9fd7-055b4fbb6cb9,2019-05-10,India,Institution without sort.,Adult,Female,85,Hyderabad,24,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Pantocid,fd9dd063-509c-4242-b65a-78fbab7cacc4,565,15,419.24,2028-10-14,5758b889-ad42-400c-aa0e-b79328daa646,2023-07-24,United States,Walk fight air.,Pediatric,Male,64,Pune,4,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Crocin,967ebb65-ec02-479d-bdb4-3de80aa3e742,207,47,198.37,2027-11-29,1120238f-a033-4394-b9c7-b54fd9595fba,2023-07-27,India,Tell lead get discover.,Adult,Female,100,Ahmedabad,79,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,c6f247c0-21e0-48f1-b944-54e9cc24e370,654,45,359.19,2027-04-25,2ea7037e-2eea-4012-8d61-4a8a10b3b1ec,2023-06-07,United States,Since call natural water face mention billion.,Elderly,Female,64,Mumbai,58,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Cetrizine,73818180-a61e-4f64-9df9-c9b3f150b2e2,952,18,145.8,2024-12-28,2387e9a7-1dd0-4d15-b554-03b07995a482,2021-02-05,India,Here church pattern end city nothing what.,Pediatric,Female,65,Surat,36,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Amoxyclav,78c8cc21-1073-426f-a7bb-2d8ecf619a15,34,32,81.54,2026-11-25,9d9b1d2b-adcb-4a54-9c2f-7ca3d4468d4d,2021-11-07,Switzerland,Concern radio compare tough personal realize.,Elderly,Female,79,Pune,49,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Atorva,1e6a4081-5a9e-4862-b859-6f19b715956e,247,14,187.57,2024-04-03,084456be-f854-45a0-beff-e69c2a8ab343,2023-05-25,Germany,Budget might its tree growth soldier.,Elderly,Male,59,Ahmedabad,100,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,4d226ba0-73a9-4a0d-9f94-3e00f7129267,276,11,207.28,2028-11-28,cc147e17-5abd-484b-9efa-18aa17c6577a,2023-10-01,India,Cut skin TV sound else yeah.,Pediatric,Male,56,Mumbai,10,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Dolo-650,b2273ae7-cd0a-4103-9e50-d6aec34207ef,88,14,276.92,2024-11-17,6c3db366-550a-4027-b973-0e09ba5a7ce0,2021-05-05,Switzerland,Conference one sometimes manage statement agree religious drug.,Pediatric,Female,94,Mumbai,79,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Azee,d46376ad-4aac-4dc0-9b27-605c659368b7,584,23,125.1,2025-07-16,4d4490f4-6452-416d-8783-cef03a66ae98,2019-06-25,United States,Former other break beyond early main find.,Adult,Male,84,Jaipur,9,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,93a9c105-3334-4990-a81e-eb7fcab078ea,579,41,7.81,2027-04-17,87a26753-86cf-4464-a4b9-d1fd00ee46c9,2020-10-08,Germany,Quite another magazine yes hand another decide.,Pediatric,Female,82,Mumbai,93,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Azee,ec379caa-64e4-47f6-b702-f9039719769c,46,19,422.9,2026-06-26,9bb2fa66-1dcd-4e4e-bde2-4c714cdf6b1e,2023-11-10,Germany,In impact analysis white.,Elderly,Male,73,Mumbai,81,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Omez,76ba3558-094a-4756-b79b-4ccac4eca433,578,46,377.81,2026-06-03,0188622c-ff45-4784-80c7-ef52f068c53a,2023-08-16,Switzerland,We by soldier kind partner gas.,Pediatric,Male,76,Chennai,85,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Pantocid,cca5ba86-bad3-47ef-8c41-715a9595cd57,810,39,263.75,2027-06-26,af23c2e2-b339-4ed3-95fd-d879f162eb4c,2022-04-16,Switzerland,Hair speech practice involve should tend.,Elderly,Male,97,Kolkata,60,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Pantocid,39e284b7-29a3-4ccf-8fb1-f35c442ff4ac,496,19,251.25,2025-02-28,4a332de3-3466-439a-972f-b2debf14e4cb,2019-04-04,Switzerland,Indicate of over maybe suddenly drive rather.,Adult,Female,75,Pune,64,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Atorva,fb1926c2-7827-481e-9091-c653a80c83d0,47,47,395.88,2027-05-21,09d78f5e-33db-40d9-a342-95c75d15d2b8,2020-11-28,United States,Share own free six away fire standard.,Adult,Male,76,Hyderabad,79,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Omez,59309a47-3c37-4c66-af67-b250ce091754,50,1,22.1,2026-10-07,20c170a8-86ca-4064-8043-47b43084dad2,2021-08-31,Switzerland,Gas quality by stuff try.,Elderly,Female,86,Hyderabad,69,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Cetrizine,30bc3cf3-4454-4324-b7ab-847c2524689b,323,7,142.26,2026-09-30,2ee189d1-853e-4874-82b2-6c0f2ce0c468,2019-10-25,India,Wall watch write bit.,Elderly,Male,71,Delhi,64,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Pantocid,96593891-8ce8-496a-831c-4198a6b7baae,96,12,13.1,2026-02-24,9035aa9d-7d6a-487a-be25-115f1aced144,2023-08-24,India,Thousand area project live.,Adult,Male,69,Hyderabad,50,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Combiflam,f1240ede-ce57-4616-bab2-c924f4e908ca,967,33,316.15,2026-07-22,653be09f-5fdf-41b8-9d57-4ecff9bb53b9,2023-03-25,Switzerland,What service window name carry want.,Adult,Male,55,Surat,70,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,e5ddbba6-d645-45a2-b1e0-329dbcf0f40f,317,45,344.35,2029-01-22,a8ad812a-ff64-4d64-b61b-833cd61e40cc,2022-12-24,Germany,Act now let require could weight floor.,Pediatric,Male,65,Chennai,20,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Atorva,4b61ba4f-16b6-4bfe-9a85-29a4e5b74044,9,40,17.86,2028-04-09,531415b9-1458-432f-aa29-0f05d93137f5,2022-06-14,Germany,Number option enjoy real.,Elderly,Female,60,Surat,80,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Ciplox,fa2d4c47-96d3-41cf-b880-8e0f697e11ff,366,31,375.21,2026-07-23,05423879-97f8-4da5-a6ee-5e0a62a7bab4,2022-01-23,India,Necessary past say rate eight.,Elderly,Male,89,Bangalore,74,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Combiflam,ce3b5c05-66b7-4ee0-99d4-3f15dd2ec0fc,770,48,406.68,2025-03-19,b4354638-4aad-411f-a17f-7eed94ccad82,2021-08-03,Switzerland,Themselves low edge give each least.,Pediatric,Male,80,Pune,56,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,5a9b6a22-e798-4509-af51-d2050d4b2ca1,290,20,189.55,2024-12-06,1a85aed8-5153-4ec8-b2fd-6d6faa702f7f,2023-04-21,United States,Nature their everybody sell receive practice suffer.,Adult,Female,92,Pune,65,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,f71e5963-015b-4ac8-868c-e3b47c6eb0b4,982,45,200.97,2024-06-18,d5d1ab93-d728-454a-82d5-9ad4378d946d,2022-09-19,United States,Research oil air including.,Pediatric,Female,54,Jaipur,64,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Cetrizine,1659af54-faed-44d4-b71b-65798ad2faa3,408,16,409.33,2025-09-13,a4b50ba3-81ce-4245-90e9-1fa06455b757,2023-09-29,Germany,Series side ago somebody.,Adult,Male,99,Delhi,92,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Combiflam,ca29473b-d1b1-4bdd-a473-e6424c662831,513,11,438.43,2027-10-26,bc9882a6-5173-433c-ac19-28a5293fb8a1,2021-12-29,Germany,Call military sing positive leg.,Pediatric,Female,70,Kolkata,20,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,90bde389-ec64-4a76-88d9-dc880b4bae6b,200,21,431.13,2025-11-27,d6d4f957-2835-4bd6-b1ba-7f07fe21eb08,2020-08-27,Switzerland,Soon catch without remain.,Pediatric,Female,53,Pune,17,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,cd1c2366-72d5-4ef8-b902-d203f20f1de0,323,44,39.19,2026-02-08,e2653661-9f1a-4142-b566-9ca6d5fb49b9,2021-11-14,India,Loss girl chance summer individual one.,Adult,Female,77,Bangalore,41,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Crocin,0c4b1826-c096-4797-bc96-babeffc15703,770,5,252.75,2028-11-05,36d7d03f-1c11-40da-aeed-e32e70414c33,2020-02-17,India,Right speech body.,Pediatric,Female,75,Chennai,67,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,d7c14cdf-dfd5-4ab2-a02b-be5dcb4ec038,401,11,352.04,2026-03-03,9014219f-558a-45b4-a9b8-995b6c571ced,2021-05-04,United States,Safe father network reduce city east.,Adult,Male,77,Surat,74,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,6a3c3d5f-0c1d-41ab-94cd-49877c22b3f6,744,12,366.59,2024-03-22,c7c048cc-3a2d-4d3e-a678-b93f3be8606f,2022-07-11,India,Be support we professor once keep outside.,Pediatric,Female,59,Kolkata,26,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Omez,d2c79590-77a4-4ce6-a99f-88e3c57bb874,365,22,11.06,2024-08-28,4e70b4d1-1773-445c-a8d5-b1fd2031ee95,2023-04-21,India,Development fly rate quality so.,Adult,Female,76,Hyderabad,64,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Azee,be32c0b5-a270-492b-990f-9a42e738fa01,998,30,371.58,2027-06-25,887ae285-1a60-4687-babf-9a371ca20a70,2020-12-19,Germany,Eye between every.,Pediatric,Male,80,Hyderabad,96,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Crocin,176ee813-8e8c-4d8f-bba6-fe23465696e7,133,10,271.31,2028-01-24,1c60e8a5-10ef-4aa8-b3b2-3a171396e875,2022-09-14,Switzerland,Describe offer former soldier evidence up.,Adult,Male,51,Mumbai,5,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,621e9a0b-71df-4fd5-86eb-b611228283d6,720,1,459.57,2027-03-09,32127848-d6fa-4d0a-aea1-2e817809e9a9,2022-10-12,India,Down of strong full experience company.,Elderly,Female,71,Hyderabad,83,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Omez,0f3aa376-5be0-41df-9c23-bc0d91d25509,691,43,48.68,2025-09-25,2afa3c4d-a77c-4339-afe7-02213b5f854e,2020-03-17,United States,Material model alone him.,Elderly,Male,73,Chennai,69,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Dolo-650,f06c0cc0-b9b8-461b-bf10-89cbdc82547e,100,31,294.51,2027-04-04,173c0ba2-9e49-495d-ab21-25bd1daec51e,2020-01-24,United States,Themselves most these maintain.,Elderly,Male,57,Bangalore,41,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Azee,5e5d04a3-73ef-420b-9c2c-8fbeecc3f1c0,340,28,196.17,2028-08-25,98f024dd-8752-4cc7-bae7-5ff00510b39d,2021-01-02,United States,Investment understand yard reflect red model enter.,Pediatric,Male,69,Jaipur,88,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Azee,938c7666-08d9-49e7-b953-74a82dfe59b1,418,22,415.9,2025-12-16,d3358d2a-c8d0-45f1-a94a-20a80f68f1dc,2021-04-12,Switzerland,Kind music we clearly feeling seem.,Elderly,Male,65,Pune,68,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Omez,fde922c7-47dd-4010-a237-176b5f81d20d,919,2,429.79,2027-01-30,b2388d83-2c4a-402e-a5cf-e16dd2f8b086,2022-09-04,Switzerland,Often consumer explain reveal there issue south.,Pediatric,Female,81,Mumbai,1,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Omez,a4267617-2768-4000-9490-0b549f506b42,760,12,392.6,2025-05-22,529804f6-985f-40a8-9c2e-31875dc01dc6,2022-06-11,Switzerland,Institution nature key success anyone air quality.,Elderly,Male,81,Surat,52,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Combiflam,288ff469-373c-4ffc-ae23-2256ac557d4f,516,17,213.15,2026-05-30,e955eb76-ce69-456b-96a3-c91a0884d400,2022-06-13,India,Leg page democratic provide young.,Elderly,Male,75,Mumbai,83,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,40419407-8b92-4370-812e-ce97ff692f2d,104,5,372.0,2028-12-15,283d77e7-2d60-486f-8b4e-3b5b25e263ea,2023-09-05,Switzerland,Business industry director sound customer race yet technology.,Adult,Female,87,Ahmedabad,24,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Crocin,e0595327-9f89-4c34-85be-0200dbd825b2,515,11,151.77,2027-05-31,3c25c859-6897-4703-8d7e-15f39a67861e,2021-02-21,United States,Democratic benefit maybe teacher shoulder rate task.,Elderly,Male,63,Mumbai,88,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,dfed4146-cea4-4bba-9c13-4afeed99d352,827,44,229.99,2028-02-15,ecb47692-d636-4872-ac66-062c578a4307,2019-04-30,India,Friend site reveal body.,Elderly,Female,75,Pune,81,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Cetrizine,3470a504-a07a-4b73-bee9-d5ed81d2ab1a,794,49,50.74,2024-11-15,0c58454f-35a4-40e4-bae1-929923baf4a5,2020-11-12,Germany,Past woman east apply.,Elderly,Female,77,Kolkata,31,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,9b239357-87ba-4dab-a400-3beccc3de170,154,1,484.66,2026-02-06,9382236d-3195-4b86-b502-a0b4213a89d7,2020-05-28,United States,Later management skin spend whether travel store.,Elderly,Male,65,Kolkata,48,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,75086370-80f6-4c51-989a-6040da5c5b23,25,39,288.52,2024-07-31,68bed949-2f0f-4c18-99f9-8f33425bb8c1,2022-03-23,Switzerland,Explain wonder culture if.,Elderly,Male,68,Pune,7,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Omez,d92ebb79-0d1c-4907-8bec-a8c9321b3351,602,23,188.91,2026-12-04,86a71518-f983-4e2a-a9c1-d3b5adceca72,2020-11-03,India,Collection realize together either.,Elderly,Male,65,Jaipur,90,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Ciplox,2b59c266-58e3-4454-997f-b64d230d9ce3,816,31,215.34,2026-07-17,d68c5e68-8401-45f3-aa15-20e49ce83b6d,2020-07-26,Germany,Five back clearly get candidate the.,Adult,Male,89,Jaipur,35,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Cetrizine,ba342f2b-2f82-4b15-8284-2cc3ed0b16aa,392,38,111.9,2026-06-02,d4d396ba-bcb8-4f6f-b52a-0db299be4706,2022-08-10,Germany,Race mean war his to course.,Elderly,Male,60,Surat,4,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Omez,a5e82d4b-288d-4472-8d34-650618266162,489,1,203.76,2025-04-19,ffd6129b-d152-42a1-8a9f-bda50495b6db,2022-07-04,Switzerland,Determine visit sit action.,Elderly,Male,71,Ahmedabad,85,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,0c22aa6f-6d29-4fbf-8e39-39ee547b003d,601,32,140.0,2025-01-26,876c8757-88f2-4637-9c95-621c80d4e0de,2022-07-31,Germany,Nothing certainly far claim street meeting.,Pediatric,Female,60,Jaipur,47,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Crocin,31233d64-e8c7-48b6-a15d-0bb11a2910a9,890,16,142.93,2027-05-04,65d7ad9b-d39b-4cc2-8892-f40ca36d8c69,2020-06-15,United States,Bad receive parent who happen.,Adult,Male,88,Hyderabad,97,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,179c2dac-0fbc-483d-99f4-65b10bbea7aa,873,31,351.74,2027-09-15,1025efb8-2498-41a4-809b-2bcea6d28b39,2022-10-12,India,Operation get per financial.,Adult,Male,70,Mumbai,50,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,90cd2b3a-f4c4-4b85-9b17-f6e4d7b84be9,39,8,253.79,2025-07-19,08efa0d7-574d-44bb-ac92-7371f67fd724,2023-10-27,Germany,Table human dark.,Pediatric,Male,87,Jaipur,49,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Dolo-650,c53800fb-bdda-474c-b324-2ea051ea747d,298,3,191.82,2024-08-09,b3342473-1d79-4534-9887-0f8fadfe4220,2024-01-25,Switzerland,International respond many Republican moment.,Adult,Male,74,Surat,94,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Omez,f3cb6fbc-616c-4993-b655-5787e6eeed4b,166,2,496.58,2025-05-29,6b93cf80-5699-4313-9721-702b62f77888,2020-12-17,Switzerland,Respond anything purpose list.,Pediatric,Male,55,Bangalore,80,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Cetrizine,13353db2-6432-495e-af0b-3efe1108e540,156,37,364.05,2027-06-08,0ff23216-cac9-44b0-babf-8c53000f76a4,2019-04-23,Switzerland,Democratic various build continue price top.,Adult,Female,56,Bangalore,43,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
